"EXPOCODE","STNNBR","DATE","year","latitude","longitude","PrDM","sf6_obs","Gamma","Delta","sf6_model","error","converged"
1846,166,20200807,2020,59.99736,-52.4016,2949.091,1.364,23.2280739862191,13.4337362381928,1.36399997868213,4.54451397786874e-16,TRUE
1847,166,20200807,2020,59.99688,-52.40194,2792.502,1.349,23.2755713435378,13.4114357000348,1.3489999805733,3.7739674293381e-16,TRUE
1848,166,20200807,2020,59.99696,-52.40262,2612.052,1.51,21.0312468532795,14.4888740654537,1.50999999934742,4.25862092428155e-19,TRUE
1849,166,20200807,2020,59.99654,-52.40098,2409.89,1.269,24.0776349515282,13.0352409268328,1.2689999957561,1.80106580756535e-17,TRUE
1850,166,20200807,2020,59.99732,-52.39948,2190.715,1.419,21.8955778524509,14.0630269924091,1.41899999937127,3.95303034086861e-19,TRUE
1851,166,20200807,2020,59.99658,-52.39902,1958.047,1.685,17.87525568228,14.6631572643143,1.68499999940164,3.58031268918541e-19,TRUE
1852,166,20200807,2020,59.9975,-52.39866,1732.467,2.363,16.169053361126,16.1682997293294,1.84800670935549,0.265218089408857,FALSE
1853,166,20200807,2020,59.99716,-52.39694,1499.205,2.615,17.2711597311352,17.2710029819283,1.80842793223944,0.650558500491543,FALSE
1854,166,20200807,2020,59.99734,-52.39642,1281.345,2.816,18.2834257959619,18.2830836076005,1.77096282006808,1.09210270744007,FALSE
1855,166,20200807,2020,59.99772,-52.39652,1070.197,2.844,18.5402038131396,18.5400135238961,1.76195584134756,1.17081956127386,FALSE
1856,166,20200807,2020,59.99827,-52.39668,870.02,2.78,18.0822111024827,18.080701375166,1.77180393640842,1.01645930264157,FALSE
1857,166,20200807,2020,59.99901,-52.39744,679.699,2.818,18.3555747518557,18.3539646223336,1.74895717477157,1.14285256217239,FALSE
1858,166,20200807,2020,59.9992,-52.3978,510.003,2.823,18.4398564551131,18.4392768901336,1.73874793044917,1.17560255032526,FALSE
