"cruise_number","event","year","latitude","longitude","PrDM","sf6_obs","Gamma","Delta","sf6_model","error","converged"
1805,"44",2020,53.6653,-55.5507,2.943,3.343,19.5839950059958,19.5834501479131,2.04834864484189,1.67612213141274,FALSE
1806,"48",2020,53.7995,-55.4313,194.937,3.505,19.8548251149577,19.8535840749121,2.03652058651789,2.15643178782075,FALSE
1807,"48",2020,53.7995,-55.4313,150.34,3.465,19.7306434528656,19.7304228926239,2.04195019180348,2.02507075660815,FALSE
1808,"48",2020,53.7995,-55.4313,99.576,3.689,20.4484728800692,20.4461601901287,2.01107213683622,2.81544191398137,FALSE
1809,"48",2020,53.7995,-55.4313,49.659,3.761,20.5194225116998,20.5189325709205,2.00813564984915,3.07253343002978,FALSE
1810,"48",2020,53.7995,-55.4313,20.051,3.867,19.6767773731512,19.6706737907424,2.04410764987237,3.32293652015384,FALSE
1811,"48",2020,53.7995,-55.4313,3.289,3.097,18.6275727497913,18.6269833566834,2.09114108012242,1.0117521666973,FALSE
1812,"49",2020,54.2215,-55.0213,158.33,3.34,19.4471639442755,19.4465105773867,2.05436097849761,1.65286769360963,FALSE
1813,"49",2020,54.2215,-55.0213,140.458,3.001,18.0739260592371,17.8671053351526,2.10992070184929,0.794022315592753,FALSE
1814,"49",2020,54.2215,-55.0213,100.551,3.477,19.9698618272257,19.9690800771079,2.03156165611312,2.08929200597844,FALSE
1815,"49",2020,54.2215,-55.0213,50.485,3.565,20.0733565165175,20.0725865620528,2.02710758354498,2.36511308458987,FALSE
1816,"49",2020,54.2215,-55.0213,20.165,3.43,19.8403467115768,19.8393894976227,2.03715755161127,1.94001008603352,FALSE
1817,"49",2020,54.2215,-55.0213,3.251,2.971,17.7761001164935,17.7753240407512,2.13075218675444,0.706016387663951,FALSE
1818,"53",2020,54.7617,-54.487,235.037,3.155,18.4164338895827,18.4154491769067,2.10081485090807,1.11130632856598,FALSE
1819,"53",2020,54.7617,-54.487,199.877,3.162,19.7415814662972,18.3067225062874,1.99396830981987,1.36429802926506,FALSE
1820,"53",2020,54.7617,-54.487,150.022,3.275,19.2526264916639,19.2524074601815,2.06298849456909,1.4689718892969,FALSE
1821,"53",2020,54.7617,-54.487,100.611,3.397,19.6791201367769,19.6645778904431,2.04372980259767,1.83134022717735,FALSE
1822,"53",2020,54.7617,-54.487,49.496,3.536,19.9892167553722,19.9888858074975,2.03074183162558,2.26580215345792,FALSE
1823,"53",2020,54.7617,-54.487,30.025,3.613,20.2536711190256,20.2477889308523,2.0192263057634,2.54011458844059,FALSE
1824,"53",2020,54.7617,-54.487,20.042,3.655,20.3630328134502,20.3521819789102,2.01441386982003,2.69152285053888,FALSE
1825,"53",2020,54.7617,-54.487,3.241,2.971,17.7761001164935,17.7753240407512,2.13075218675444,0.706016387663951,FALSE
1826,"57",2020,54.9552,-54.2925,358.851,3.154,18.9054708657121,18.90492702761,2.07852715333627,1.15664184391098,FALSE
1827,"57",2020,54.9552,-54.2925,249.836,3.375,19.6455503317802,19.6451639761749,2.04565881749817,1.76714797949538,FALSE
1828,"57",2020,54.9552,-54.2925,200.161,3.507,19.9283959559988,19.9282030240308,2.03337096713166,2.17158252651249,FALSE
1829,"57",2020,54.9552,-54.2925,150.835,3.631,20.2851066765245,20.2832434471198,2.01801786371403,2.60171137197766,FALSE
1830,"57",2020,54.9552,-54.2925,99.425,3.779,20.5680106195716,20.5604032495959,2.00585836383766,3.14403126189245,FALSE
1831,"57",2020,54.9552,-54.2925,49.797,3.891,20.6608204605059,20.6542006384349,2.0019929050418,3.56834780480242,FALSE
1832,"57",2020,54.9552,-54.2925,20.345,4.087,20.6462670680807,20.6373501097017,2.00252862135147,4.34502092840492,FALSE
1833,"57",2020,54.9552,-54.2925,3.585,3.593,20.2739346652235,20.2736907637288,2.01854621074888,2.47890473448721,FALSE
1834,"61",2020,55.1095,-54.1357,909.313,2.743,16.9532369639071,16.9532368869622,2.17051056987394,0.327744147606065,FALSE
1835,"61",2020,55.1095,-54.1357,859.055,2.976,17.8011885355955,17.8006353416288,2.12957090196607,0.716442217998532,FALSE
1836,"61",2020,55.1095,-54.1357,788.588,2.797,17.013450514726,17.0132571691273,2.167546594838,0.396211589270038,FALSE
1837,"61",2020,55.1095,-54.1357,702.187,2.917,17.501962469333,17.501545074494,2.14383881370514,0.59777821999287,FALSE
1838,"61",2020,55.1095,-54.1357,599.713,2.81,16.7847314076774,16.7843667168098,2.17881824223631,0.398390411333657,FALSE
1839,"61",2020,55.1095,-54.1357,500.018,2.968,17.7702829370449,17.7694299468461,2.13102544339315,0.70052640840724,FALSE
1840,"61",2020,55.1095,-54.1357,400.472,2.979,17.8140899354295,17.8133319317804,2.12895341344043,0.722579199321584,FALSE
1841,"61",2020,55.1095,-54.1357,300.499,3.219,19.0042872865604,19.0038247700554,2.07408021967375,1.31084130338232,FALSE
1842,"61",2020,55.1095,-54.1357,200.505,3.299,19.0542814323502,19.0528812086619,2.07180546926178,1.50600641627381,FALSE
1843,"61",2020,55.1095,-54.1357,99.928,3.588,20.1550264610821,20.1548442457096,2.023625143816,2.44726869066071,FALSE
1844,"61",2020,55.1095,-54.1357,49.394,3.629,20.3112731315945,20.307190221624,2.01683241024621,2.59908433745254,FALSE
1845,"61",2020,55.1095,-54.1357,19.587,3.831,19.6591586013356,19.6526958525464,2.04486555175696,3.19027626720047,FALSE
1846,"61",2020,55.1095,-54.1357,9.503,3.763,20.5562985911193,20.5497156389155,2.00638448840723,3.08569805556832,FALSE
1847,"61",2020,55.1095,-54.1357,2.772,3.407,19.7468802238236,19.7465724926374,2.04124017498883,1.86529989961454,FALSE
1848,"66",2020,55.2628,-53.9923,2019.013,1.533,23.5891947121846,13.2651837131018,1.53299999914528,7.30549818479569e-19,TRUE
1849,"66",2020,55.2628,-53.9923,1900.341,1.503,23.9328050088731,13.0974796983208,1.5029999700575,8.96553122183787e-16,TRUE
1850,"66",2020,55.2628,-53.9923,1810.061,1.529,23.6348138101133,13.242865912533,1.52899994714724,2.79341371757975e-15,TRUE
1851,"66",2020,55.2628,-53.9923,1689.49,1.627,22.5343847070679,13.7882109480208,1.62699999915377,7.16098781945565e-19,TRUE
1852,"66",2020,55.2628,-53.9923,1549.188,1.886,19.45875615012,14.5381661185756,1.88599999908519,8.36883846338454e-19,TRUE
1853,"66",2020,55.2628,-53.9923,1389.512,2.198,16.0074140563507,15.4063473810271,2.19799999849309,2.27076348441913e-18,TRUE
1854,"66",2020,55.2628,-53.9923,1210.277,2.473,15.2460989110024,15.2458936394085,2.25785859720084,0.0462858231983917,FALSE
1855,"66",2020,55.2628,-53.9923,1030.219,2.612,16.0684330257951,16.0683299280602,2.21491816751311,0.157673981691149,FALSE
1856,"66",2020,55.2628,-53.9923,850.046,2.775,16.6195811984792,16.6194316450481,2.18704162647553,0.345695048997545,FALSE
1857,"66",2020,55.2628,-53.9923,669.555,3.062,18.2253058235667,18.2247070745133,2.10967338680437,0.906925978200659,FALSE
1858,"66",2020,55.2628,-53.9923,509.997,2.925,17.4765670172815,17.4755084447544,2.14503694058518,0.608342374051724,FALSE
1859,"66",2020,55.2628,-53.9923,369.711,2.936,17.6032930815832,17.6030056339873,2.13899163076165,0.635222340635978,FALSE
1860,"66",2020,55.2628,-53.9923,249.973,3.012,17.9787661585859,17.9787323198089,2.12121233306813,0.79350266755792,FALSE
1861,"66",2020,55.2628,-53.9923,159.231,2.989,17.8721821309613,17.8715387132555,2.12621152791552,0.744403947561874,FALSE
1862,"66",2020,55.2628,-53.9923,99.826,3.167,19.7213575776507,18.3526336703734,1.99706225379213,1.36875433000195,FALSE
1863,"66",2020,55.2628,-53.9923,49.403,3.647,20.369659011306,20.366826048508,2.01439321247856,2.66540492266108,FALSE
1864,"66",2020,55.2628,-53.9923,19.621,3.697,20.4245540941189,20.4142065586474,2.01182311284191,2.83982114101182,FALSE
1865,"66",2020,55.2628,-53.9923,3.246,3.389,19.6311849319123,19.6310177928194,2.04629429420986,1.80285861236141,FALSE
1866,"70",2020,55.4218,-53.826,2715.145,1.879,19.5373727621691,14.5144268426512,1.87899999907976,8.46845531337243e-19,TRUE
1867,"70",2020,55.4218,-53.826,2591.261,1.855,19.8084049208741,14.4339465560721,1.85499999908164,8.4339293887178e-19,TRUE
1868,"70",2020,55.4218,-53.826,2509.533,1.693,21.8132152350074,14.1574717812255,1.69299999910915,7.93610665158739e-19,TRUE
1869,"70",2020,55.4218,-53.826,2290.329,1.359,25.6282902024774,12.2718700257791,1.35899999882994,1.36903428258843e-18,TRUE
1870,"70",2020,55.4218,-53.826,2148.634,1.257,26.8725844095519,11.6518783654351,1.25699999918736,6.60388027617659e-19,TRUE
1871,"70",2020,55.4218,-53.826,1990.993,1.534,23.5777995207491,13.270761377706,1.53399999914542,7.30311466174963e-19,TRUE
1872,"70",2020,55.4218,-53.826,1810.525,1.398,25.161766244372,12.5001580180353,1.39799999773862,5.11382029770699e-18,TRUE
1873,"70",2020,55.4218,-53.826,1610.797,1.861,19.7404673488922,14.4540195031108,1.86099999907865,8.4888602025689e-19,TRUE
1874,"70",2020,55.4218,-53.826,1409.626,2.452,15.1823976024233,15.1811983088275,2.26122229199021,0.0363961338734697,FALSE
1875,"70",2020,55.4218,-53.826,1210.871,2.66,16.4156791240557,16.4153266344378,2.19726510468664,0.21412358334067,FALSE
1876,"70",2020,55.4218,-53.826,1028.69,2.528,15.5638260642752,15.563354025045,2.24106025604374,0.0823344166616812,FALSE
1877,"70",2020,55.4218,-53.826,850.158,2.724,16.8462786395819,16.8460796203667,2.17577752713503,0.300547879754184,FALSE
1878,"70",2020,55.4218,-53.826,670.101,2.85,17.1545386021382,17.1531613048382,2.16060889591606,0.475260094390078,FALSE
1879,"70",2020,55.4218,-53.826,509.489,2.882,17.4709808203494,17.4707706150171,2.14533337395562,0.542677717927618,FALSE
1880,"70",2020,55.4218,-53.826,369.891,2.782,16.6688057408669,16.668618734088,2.18458497031762,0.356904717690401,FALSE
1881,"70",2020,55.4218,-53.826,149.872,3.256,19.0382455787089,19.0288378311724,2.07226216553334,1.40123526074782,FALSE
1882,"70",2020,55.4218,-53.826,99.153,3.143,18.6245173169229,18.6219309813719,2.09121499582279,1.10625169501204,FALSE
1883,"70",2020,55.4218,-53.826,48.816,3.584,20.1447248261263,20.1413325011514,2.02396171796656,2.43371944140986,FALSE
1884,"70",2020,55.4218,-53.826,20.201,3.498,19.915527420988,19.9083934262052,2.03370091085191,2.14417182247993,FALSE
1885,"70",2020,55.4218,-53.826,3.114,3.13,18.6271817441843,18.6269387037873,2.09117031988431,1.07916710428926,FALSE
1886,"74",2020,55.6135,-53.6273,2946.569,1.892,19.3910601024704,14.5575701534955,1.89199999908348,8.4000275205509e-19,TRUE
1887,"74",2020,55.6135,-53.6273,2880.61,1.833,20.0569802314271,14.3571779392547,1.83299999907528,8.55103116611867e-19,TRUE
1888,"74",2020,55.6135,-53.6273,2800.974,1.772,20.9723680208124,14.6111826562727,1.77199999879404,1.45434969359307e-18,TRUE
1889,"74",2020,55.6135,-53.6273,2689.114,1.507,23.8867943662272,13.1198885030383,1.50699996721996,1.07453070317266e-15,TRUE
1890,"74",2020,55.6135,-53.6273,2559.196,1.514,23.8064207410528,13.1590647070433,1.51399996169708,1.46711398263605e-15,TRUE
1891,"74",2020,55.6135,-53.6273,2418.477,1.39,25.2570325554752,12.4536746911845,1.38999999808778,3.65657999591609e-18,TRUE
1892,"74",2020,55.6135,-53.6273,2268.855,1.415,24.9600752227533,12.5983913918524,1.41499999664087,1.12837653715785e-17,TRUE
1893,"74",2020,55.6135,-53.6273,2109.384,1.386,25.3047497314166,12.4303687404496,1.38599999823168,3.12696403046891e-18,TRUE
1894,"74",2020,55.6135,-53.6273,1939.385,1.316,26.1486699449512,12.0148180445645,1.31599999911879,7.76532227293367e-19,TRUE
1895,"74",2020,55.6135,-53.6273,1760.529,1.579,23.068909171209,13.5212633787144,1.57899999915204,7.19035280417289e-19,TRUE
1896,"74",2020,55.6135,-53.6273,1570.213,1.929,18.9754170427267,14.6761732267809,1.9289999990905,8.27189498306127e-19,TRUE
1897,"74",2020,55.6135,-53.6273,1379.192,2.214,15.8363397823201,15.4497321323208,2.21399999878888,1.46681403130029e-18,TRUE
1898,"74",2020,55.6135,-53.6273,1178.949,2.559,16.0057704927686,16.0054237742576,2.21812453459172,0.11619608291731,FALSE
1899,"74",2020,55.6135,-53.6273,989.802,2.499,15.3884209312091,15.3864614638118,2.25024849844132,0.0618773095276986,FALSE
1900,"74",2020,55.6135,-53.6273,809.639,2.621,16.1367287086392,16.1359584804503,2.21140325936097,0.16776948994212,FALSE
1901,"74",2020,55.6135,-53.6273,640.263,2.775,16.6195811984792,16.6194316450481,2.18704162647553,0.345695048997545,FALSE
1902,"74",2020,55.6135,-53.6273,490.081,2.895,17.4279085741733,17.4275896777017,2.14740150105008,0.558903515632174,FALSE
1903,"74",2020,55.6135,-53.6273,349.766,2.819,16.8263829625681,16.8258524084726,2.17675032520851,0.412484644769775,FALSE
1904,"74",2020,55.6135,-53.6273,220.752,2.967,17.9815981316599,17.9806437698564,2.12104893556477,0.715633203419096,FALSE
1905,"74",2020,55.6135,-53.6273,99.655,3.151,18.8903034788477,18.8898106868377,2.07921347357057,1.14872635823566,FALSE
1906,"74",2020,55.6135,-53.6273,49.853,3.413,19.5271502610891,19.5257698906857,2.05081633419301,1.85554433939136,FALSE
1907,"74",2020,55.6135,-53.6273,29.662,3.406,19.4984834375918,19.4969813146972,2.05207285234974,1.83311872114437,FALSE
1908,"74",2020,55.6135,-53.6273,10.234,2.823,17.0246766234853,17.0231969460302,2.16695350139065,0.430397008337587,FALSE
1909,"74",2020,55.6135,-53.6273,2.704,2.852,17.0224443584226,17.0218948273109,2.16709373560859,0.469096591002595,FALSE
1910,"79",2020,55.8437,-53.3905,3162.098,1.885,19.4698068986539,14.5343918689405,1.88499999908123,8.44135771110425e-19,TRUE
1911,"79",2020,55.8437,-53.3905,3099.783,1.858,19.7745938110501,14.4443607961678,1.85799999908335,8.4025064256767e-19,TRUE
1912,"79",2020,55.8437,-53.3905,3020.778,1.794,20.4998833845334,14.2182173642216,1.79399999908513,8.36980945015163e-19,TRUE
1913,"79",2020,55.8437,-53.3905,2900.041,1.435,24.7241133698978,12.7130863091029,1.43499999443426,3.09774899494317e-17,TRUE
1914,"79",2020,55.8437,-53.3905,2809.083,1.357,25.6523557139099,12.2600439310952,1.35699999885578,1.30924359258123e-18,TRUE
1915,"79",2020,55.8437,-53.3905,2690.243,1.375,25.4362589628765,12.3660489415491,1.37499999854251,2.1242742386512e-18,TRUE
1916,"79",2020,55.8437,-53.3905,2579.621,1.342,25.8332796436038,12.1709540384205,1.34199999899975,1.00050027248353e-18,TRUE
1917,"79",2020,55.8437,-53.3905,2409.361,1.31,26.2217708306442,11.9784664442494,1.30999999913324,7.51276356861346e-19,TRUE
1918,"79",2020,55.8437,-53.3905,2230.472,1.286,26.5153534608962,11.8318156919006,1.28599999916797,6.92270596197459e-19,TRUE
1919,"79",2020,55.8437,-53.3905,2010.023,1.597,22.8674696172045,13.6213360078956,1.59699999915398,7.15747076410996e-19,TRUE
1920,"79",2020,55.8437,-53.3905,1789.852,1.657,22.2045839080459,13.9554960664712,1.65699999914461,7.31696578154308e-19,TRUE
1921,"79",2020,55.8437,-53.3905,1551.348,2.281,15.5375333789124,15.536614028542,2.24242523043289,0.0014880128471553,FALSE
1922,"79",2020,55.8437,-53.3905,1309.571,2.503,15.3830432964821,15.3829139537291,2.25059366511541,0.0637089578898704,FALSE
1923,"79",2020,55.8437,-53.3905,1090.764,2.694,16.6821014424968,16.6811824572376,2.18389844863029,0.260203592709789,FALSE
1924,"79",2020,55.8437,-53.3905,888.317,2.728,16.8693300377063,16.8691161320704,2.17463832689828,0.30620914125794,FALSE
1925,"79",2020,55.8437,-53.3905,709.648,2.565,16.1200516983921,16.1147885564261,2.21210608481261,0.124534115376286,FALSE
1926,"79",2020,55.8437,-53.3905,400.051,3.021,18.2236739916753,18.2158044066279,2.10950973881721,0.83081449623107,FALSE
1927,"79",2020,55.8437,-53.3905,288.826,2.779,16.8172076522694,16.8169387961622,2.1772129830895,0.362147613722044,FALSE
1928,"79",2020,55.8437,-53.3905,189.822,2.985,17.845447380669,17.8448393624851,2.12747540980476,0.735348422789511,FALSE
1929,"79",2020,55.8437,-53.3905,99.562,3.138,18.8372250987433,18.8370541097273,2.0816234781381,1.11593135594104,FALSE
1930,"79",2020,55.8437,-53.3905,50.399,3.361,19.519860368442,19.5015031975443,2.05058177374119,1.71719592771129,FALSE
1931,"79",2020,55.8437,-53.3905,24.772,3.257,18.9291660345729,18.9129545027563,2.07694436944177,1.39253129121219,FALSE
1932,"79",2020,55.8437,-53.3905,2.932,2.759,17.0439217649298,17.0433861873442,2.16604164558074,0.351599610075602,FALSE
1933,"83",2020,56.1188,-53.1217,3380.672,2.032,17.8270977168052,14.9801977376125,2.03199999912313,7.68897334419094e-19,TRUE
1934,"83",2020,56.1188,-53.1217,3299.838,1.956,18.6734608405334,14.7602402985421,1.95599999910096,8.08270841890968e-19,TRUE
1935,"83",2020,56.1188,-53.1217,3221.276,1.708,21.6516087274757,14.2422835239726,1.70799999908125,8.44108026302831e-19,TRUE
1936,"83",2020,56.1188,-53.1217,3000.735,1.287,26.5030834256995,11.8379665111694,1.28699999916701,6.93871062537176e-19,TRUE
1937,"83",2020,56.1188,-53.1217,2859.071,1.137,28.3787247896181,10.8738491178581,1.1369999994937,2.56338904999973e-19,TRUE
1938,"83",2020,56.1188,-53.1217,2699.793,1.16,28.0866447984806,11.0272435514221,1.16000000034304,1.17677840671667e-19,TRUE
1939,"83",2020,56.1188,-53.1217,2519.179,1.195,27.645234663539,11.2567494286088,1.19500000618963,3.83114993018267e-17,TRUE
1940,"83",2020,56.1188,-53.1217,2319.352,1.13,28.4679311262965,10.8267556117829,1.12999999939252,3.69033919321322e-19,TRUE
1941,"83",2020,56.1188,-53.1217,2098.093,1.186,27.7583840915141,11.1981830307627,1.1860000037234,1.38636945756386e-17,TRUE
1942,"83",2020,56.1188,-53.1217,1879.05,1.713,21.5979375035045,14.2706667714213,1.7129999990696,8.65647840077292e-19,TRUE
1943,"83",2020,56.1188,-53.1217,1640.718,2.172,16.2864082525768,15.3354002940245,2.17199999763898,5.57442928881823e-18,TRUE
1944,"83",2020,56.1188,-53.1217,1399.855,2.57,15.9084638550899,15.9081026038747,2.22313429033586,0.120315820540806,FALSE
1945,"83",2020,56.1188,-53.1217,1180.219,2.6,16.5713550977578,16.5711933502166,2.18945220113756,0.168549495150797,FALSE
1946,"83",2020,56.1188,-53.1217,961.413,2.628,16.2023091954359,16.2011422313833,2.20804657845377,0.17636087626839,FALSE
1947,"83",2020,56.1188,-53.1217,760.497,2.719,16.818104941653,16.8177892110564,2.17716702469949,0.293582973123008,FALSE
1948,"83",2020,56.1188,-53.1217,429.78,2.859,17.1955889018298,17.1955530997611,2.15865435224687,0.490484026326745,FALSE
1949,"83",2020,56.1188,-53.1217,310.649,2.845,17.2741304050708,17.2589065025672,2.15433769308575,0.477014422192114,FALSE
1950,"83",2020,56.1188,-53.1217,200.951,2.901,17.3299121084536,17.3289672114852,2.15210921074414,0.56083741423227,FALSE
1951,"83",2020,56.1188,-53.1217,99.992,3.133,18.571686693263,18.5711959127589,2.09369966852793,1.08014517899796,FALSE
1952,"83",2020,56.1188,-53.1217,50.588,3.351,19.2376098609507,19.2373201308709,2.06365402149425,1.65725966837494,FALSE
1953,"83",2020,56.1188,-53.1217,24.401,2.889,17.3457407297236,17.3448867249953,2.15134706677275,0.544131849898772,FALSE
1954,"83",2020,56.1188,-53.1217,2.982,2.781,16.5924338610924,16.5921180299628,2.18839264424244,0.35118347809797,FALSE
1955,"88",2020,56.5372,-52.6717,3535.004,2.123,16.8269462787047,15.2277614193246,2.12299999915673,7.11101874549427e-19,TRUE
1956,"88",2020,56.5372,-52.6717,3456.755,1.897,19.3349860588774,14.5743222937639,1.89699999908742,8.32801061695494e-19,TRUE
1957,"88",2020,56.5372,-52.6717,3397.192,1.825,20.1477828113918,14.3293824268128,1.82499999907911,8.48043765460304e-19,TRUE
1958,"88",2020,56.5372,-52.6717,3277.521,1.525,23.6804926417338,13.2205367960176,1.52499995142113,2.35990618267563e-15,TRUE
1959,"88",2020,56.5372,-52.6717,3156.528,1.393,25.2212813821084,12.4711258178869,1.39299999796707,4.1328163105021e-18,TRUE
1960,"88",2020,56.5372,-52.6717,3038.277,1.224,27.2823393457247,11.4433658704322,1.22400002435411,5.93122730987233e-16,TRUE
1961,"88",2020,56.5372,-52.6717,2865.772,1.124,28.544508890178,10.7862376306202,1.12399999933556,4.41474985052904e-19,TRUE
1962,"88",2020,56.5372,-52.6717,2661.749,1.171,27.9475153763722,11.0998819139847,1.171000001292,1.66927448923354e-18,TRUE
1963,"88",2020,56.5372,-52.6717,2439.751,1.369,25.5081676703062,12.3308201764347,1.36899999866935,1.7706419240853e-18,TRUE
1964,"88",2020,56.5372,-52.6717,2209.374,1.422,24.8773250007681,12.638637122419,1.4219999960037,1.59704222248466e-17,TRUE
1965,"88",2020,56.5372,-52.6717,1972.225,1.592,22.9233048352795,13.5935383886121,1.59199999915354,7.16489291291732e-19,TRUE
1966,"88",2020,56.5372,-52.6717,1729.281,2.262,15.5298300567422,15.5292969472397,2.24284263880042,0.00036700448813105,FALSE
1967,"88",2020,56.5372,-52.6717,1498.961,2.62,16.1542757021931,16.1533396135853,2.210502155038,0.167688485028526,FALSE
1968,"88",2020,56.5372,-52.6717,1281.355,2.763,17.0643118799701,17.0642568493466,2.16505922876772,0.357533165901857,FALSE
1969,"88",2020,56.5372,-52.6717,1070.519,2.785,16.662949568751,16.6629470512811,2.18488291113944,0.360140520342471,FALSE
1970,"88",2020,56.5372,-52.6717,871.469,2.802,16.7475728343678,16.746619121217,2.18064198166309,0.386085786951571,FALSE
1971,"88",2020,56.5372,-52.6717,510.491,2.869,17.1450461825921,17.144812173092,2.16110948017833,0.501108988053401,FALSE
1972,"88",2020,56.5372,-52.6717,360.131,2.922,17.699791960517,17.6975201540016,2.13432626903624,0.620429906450367,FALSE
1973,"88",2020,56.5372,-52.6717,219.739,3.098,18.6327937088248,18.6323202699297,2.09090648238893,1.01423735321424,FALSE
1974,"88",2020,56.5372,-52.6717,99.159,3.155,18.4164338895827,18.4154491769067,2.10081485090807,1.11130632856598,FALSE
1975,"88",2020,56.5372,-52.6717,59.673,3.469,19.9304192884448,19.9224249715791,2.0330292921582,2.06201187377969,FALSE
1976,"88",2020,56.5372,-52.6717,24.758,3.142,18.6645682331597,18.6644043299309,2.08946687050813,1.10782598867795,FALSE
1977,"88",2020,56.5372,-52.6717,3.005,2.982,17.8480610453301,17.8475917443543,2.12735647453789,0.730415555614301,FALSE
1978,"93",2020,56.956,-52.2352,3561.735,2.155,16.4694869051961,15.2886508433559,2.15499999671792,1.07720778908981e-17,TRUE
1979,"93",2020,56.956,-52.2352,3491.541,2.028,17.8713722764939,14.9688985542363,2.02799999912125,7.72202275649742e-19,TRUE
1980,"93",2020,56.956,-52.2352,3401.822,1.719,21.5336644570136,14.3048094650151,1.71899999905384,8.9522218122875e-19,TRUE
1981,"93",2020,56.956,-52.2352,3290.544,1.381,25.3644746023846,12.4011745185851,1.38099999838708,2.60152101809935e-18,TRUE
1982,"93",2020,56.956,-52.2352,3169.509,1.328,26.0028252970506,12.0871573774869,1.32799999907795,8.50171273925927e-19,TRUE
1983,"93",2020,56.956,-52.2352,3028.278,1.128,28.4934452555351,10.8132652319387,1.12799999937097,3.9567642970962e-19,TRUE
1984,"93",2020,56.956,-52.2352,2870.983,1.263,26.7984535854863,11.6893570674734,1.26299999918427,6.65410968440906e-19,TRUE
1985,"93",2020,56.956,-52.2352,2679.516,1.314,26.1730237234457,12.0027144466469,1.31399999912397,7.67428801493024e-19,TRUE
1986,"93",2020,56.956,-52.2352,2469.663,1.354,25.6884795074454,12.2422818810306,1.35399999889121,1.22942549089431e-18,TRUE
1987,"93",2020,56.956,-52.2352,2249.178,1.361,25.6042383307323,12.2836839938296,1.36099999880219,1.43474418441213e-18,TRUE
1988,"93",2020,56.956,-52.2352,2009.931,1.582,23.0352525380312,13.5379431968609,1.58199999915242,7.18383962474394e-19,TRUE
1989,"93",2020,56.956,-52.2352,1770.295,2.294,14.5149456954282,14.4100266343358,2.29399999906317,8.7764327690607e-19,TRUE
1990,"93",2020,56.956,-52.2352,1530.062,2.537,15.6491722671261,15.6482440392248,2.23657796386603,0.0902533997948813,FALSE
1991,"93",2020,56.956,-52.2352,1291.011,2.565,16.1200516983921,16.1147885564261,2.21210608481261,0.124534115376286,FALSE
1992,"93",2020,56.956,-52.2352,1069.32,2.629,16.2235598934671,16.2166907686194,2.20677618436824,0.178272950486646,FALSE
1993,"93",2020,56.956,-52.2352,870.109,2.861,17.0843749604209,17.0838616880376,2.16406265047002,0.485721669169871,FALSE
1994,"93",2020,56.956,-52.2352,680.48,2.865,17.3818834952955,17.381648358556,2.14962243282306,0.511765063619994,FALSE
1995,"93",2020,56.956,-52.2352,509.969,2.841,17.2541235069498,17.2536616050664,2.15579631822201,0.469504085522119,FALSE
1996,"93",2020,56.956,-52.2352,359.912,2.844,17.1696621854881,17.1690067511064,2.15989591379072,0.467998400768234,FALSE
1997,"93",2020,56.956,-52.2352,220.602,3.054,18.1886507299098,18.187962658829,2.11137538699929,0.888541161034733,FALSE
1998,"93",2020,56.956,-52.2352,100.215,3.196,18.5909744989451,18.5901474445437,2.09280599481981,1.21703701306551,FALSE
1999,"93",2020,56.956,-52.2352,49.85,3.468,19.7129236458635,19.7114500592677,2.04268160952015,2.03153251424008,FALSE
2000,"93",2020,56.956,-52.2352,25.104,3.488,20.0012627210148,19.9962488708718,2.03007026018608,2.12555912623389,FALSE
2001,"93",2020,56.956,-52.2352,3.15,2.829,17.053105171295,17.0530681923569,2.16560840508805,0.440088408199823,FALSE
2002,"99",2020,57.3753,-51.7928,3581.183,1.957,18.6622141339097,14.7631195654672,1.95699999910049,8.09123073279732e-19,TRUE
2003,"99",2020,57.3753,-51.7928,3499.712,1.829,20.102887366533,14.3444388240015,1.8289999990878,8.32104148934327e-19,TRUE
2004,"99",2020,57.3753,-51.7928,3411.302,1.657,22.2045839080459,13.9554960664712,1.65699999914461,7.31696578154308e-19,TRUE
2005,"99",2020,57.3753,-51.7928,3300.496,1.37,25.4961742763516,12.3366989024303,1.36999999864998,1.82255785600941e-18,TRUE
2006,"99",2020,57.3753,-51.7928,3179.662,1.315,26.160845184124,12.0087679400036,1.31499999912143,7.71888551687533e-19,TRUE
2007,"99",2020,57.3753,-51.7928,3039.261,1.27,26.7121128665487,11.7329162227024,1.26999999918021,6.72048021245508e-19,TRUE
2008,"99",2020,57.3753,-51.7928,2882.098,1.29,26.4662927629955,11.8563976990759,1.28999999916394,6.98991680886699e-19,TRUE
2009,"99",2020,57.3753,-51.7928,2690.737,1.326,26.0270995464372,12.0751341446701,1.32599999908611,8.35191416050791e-19,TRUE
2010,"99",2020,57.3753,-51.7928,2481.107,1.221,27.3197593101167,11.42420832988,1.22100002140508,4.58177598934417e-16,TRUE
2011,"99",2020,57.3753,-51.7928,2249.794,1.353,25.7005275678804,12.2363550500747,1.35299999890218,1.20519815209722e-18,TRUE
2012,"99",2020,57.3753,-51.7928,2009.847,1.805,20.3746188489698,14.2576831792343,1.80499999907859,8.4900018019263e-19,TRUE
2013,"99",2020,57.3753,-51.7928,1769.726,2.312,14.8638724877647,14.8638623757653,2.27840197915481,0.00112882700471379,FALSE
2014,"99",2020,57.3753,-51.7928,1530.01,2.63,16.2484324620448,16.2483878556631,2.20573835045762,0.179997947272422,FALSE
