"EXPOCODE","STNNBR","DATE","year","latitude","longitude","PrDM","sf6_obs","Gamma","Delta","sf6_model","error","converged"
1472,88,20200801,2020,56.54416,-52.69694,1498.961,2.62,16.1542757021931,16.1533396135853,2.210502155038,0.167688485028526,FALSE
1473,88,20200801,2020,56.54416,-52.69928,1281.355,2.763,17.0643118799701,17.0642568493466,2.16505922876772,0.357533165901857,FALSE
1474,88,20200801,2020,56.54458,-52.70101,1070.519,2.785,16.662949568751,16.6629470512811,2.18488291113944,0.360140520342471,FALSE
1475,88,20200801,2020,56.5446,-52.70254,871.469,2.802,16.7475728343678,16.746619121217,2.18064198166309,0.386085786951571,FALSE
1477,88,20200801,2020,56.54428,-52.70328,510.491,2.869,17.1450461825921,17.144812173092,2.16110948017833,0.501108988053401,FALSE
1478,88,20200801,2020,56.54428,-52.7036,360.131,2.922,17.699791960517,17.6975201540016,2.13432626903624,0.620429906450367,FALSE
1479,88,20200801,2020,56.54468,-52.70384,219.739,3.098,18.6327937088248,18.6323202699297,2.09090648238893,1.01423735321424,FALSE
1480,88,20200801,2020,56.54486,-52.70375,99.159,3.155,18.4164338895827,18.4154491769067,2.10081485090807,1.11130632856598,FALSE
1481,88,20200801,2020,56.54498,-52.70384,59.673,3.469,19.9304192884448,19.9224249715791,2.0330292921582,2.06201187377969,FALSE
1482,88,20200801,2020,56.54522,-52.70424,24.758,3.142,18.6645682331597,18.6644043299309,2.08946687050813,1.10782598867795,FALSE
1483,88,20200801,2020,56.54539,-52.70482,3.005,2.982,17.8480610453301,17.8475917443543,2.12735647453789,0.730415555614301,FALSE
1484,93,20200801,2020,56.96202,-52.2447,3561.735,2.155,16.4694869051961,15.2886508433559,2.15499999671792,1.07720778908981e-17,TRUE
1485,93,20200801,2020,56.96194,-52.2452,3491.541,2.028,17.8713722764939,14.9688985542363,2.02799999912125,7.72202275649742e-19,TRUE
1486,93,20200801,2020,56.96202,-52.24466,3401.822,1.719,21.5336644570136,14.3048094650151,1.71899999905384,8.9522218122875e-19,TRUE
1487,93,20200801,2020,56.9619,-52.24414,3290.544,1.381,25.3644746023846,12.4011745185851,1.38099999838708,2.60152101809935e-18,TRUE
1488,93,20200801,2020,56.96226,-52.24448,3169.509,1.328,26.0028252970506,12.0871573774869,1.32799999907795,8.50171273925927e-19,TRUE
1489,93,20200801,2020,56.96305,-52.24516,3028.278,1.128,28.4934452555351,10.8132652319387,1.12799999937097,3.9567642970962e-19,TRUE
1490,93,20200801,2020,56.96302,-52.24597,2870.983,1.263,26.7984535854863,11.6893570674734,1.26299999918427,6.65410968440906e-19,TRUE
1491,93,20200801,2020,56.96266,-52.24612,2679.516,1.314,26.1730237234457,12.0027144466469,1.31399999912397,7.67428801493024e-19,TRUE
1492,93,20200801,2020,56.96276,-52.24614,2469.663,1.354,25.6884795074454,12.2422818810306,1.35399999889121,1.22942549089431e-18,TRUE
1493,93,20200801,2020,56.96268,-52.24668,2249.178,1.361,25.6042383307323,12.2836839938296,1.36099999880219,1.43474418441213e-18,TRUE
1494,93,20200801,2020,56.96316,-52.24748,2009.931,1.582,23.0352525380312,13.5379431968609,1.58199999915242,7.18383962474394e-19,TRUE
1495,93,20200801,2020,56.96362,-52.24774,1770.295,2.294,14.5149456954282,14.4100266343358,2.29399999906317,8.7764327690607e-19,TRUE
